cabinet,rack,slot,module,channel,plc_address,wois_address,tag,description,sensor_code,sensor_type,range,unit,scale,deadband,limit,event,tested,note,derived_from
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M193.7 DB300,X96.7",SCA0_1TE7042ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7042APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,4,IW188,"DB102,INT376",SCA0_1TE7051APV,Cylinder liner temp. cyl. A5 sensor 1,TE7051A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M116.1 DB300,X21.1",SCA0_1TE7051ASF,,,,,,,,,SF,ok,,SCA0_1TE7051APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M170.6 DB300,X75.6",SCA0_1TE7051AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7051APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M191.6 DB300,X94.6",SCA0_1TE7051ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7051APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,5,IW190,"DB102,INT412",SCA0_1TE7052APV,Cylinder liner temp. cyl. A5 sensor 2,TE7052A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M118.3 DB300,X23.3",SCA0_1TE7052ASF,,,,,,,,,SF,ok,,SCA0_1TE7052APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M173.0 DB300,X76.0",SCA0_1TE7052AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7052APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M194.0 DB300,X99.0",SCA0_1TE7052ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7052APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,6,IW192,"DB102,INT378",SCA0_1TE7061APV,Cylinder liner temp. cyl. A6 sensor 1,TE7061A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M116.2 DB300,X21.2",SCA0_1TE7061ASF,,,,,,,,,SF,ok,,SCA0_1TE7061APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M170.7 DB300,X75.7",SCA0_1TE7061AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7061APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M191.7 DB300,X94.7",SCA0_1TE7061ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7061APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,7,IW194,"DB102,INT414",SCA0_1TE7062APV,Cylinder liner temp. cyl. A6 sensor 2,TE7062A,NiCrNi,0-200,°C,1,,,MEAS,ok,,
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M118.4 DB300,X23.4",SCA0_1TE7062ASF,,,,,,,,,SF,ok,,SCA0_1TE7062APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M173.1 DB300,X76.1",SCA0_1TE7062AAH,,,,,,,,160+5s,AH,ok,,SCA0_1TE7062APV
CFE,A1,8,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M194.1 DB300,X99.1",SCA0_1TE7062ASDH,,,,,,,,180+1s,SDH,ok,,SCA0_1TE7062APV
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,0,Q14.0M14.0,,CFE0_1D007SO,Run/ stop,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,1,Q14.1M14.1,,SCA0_1OS163INC,Speed/ load increase,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,2,Q14.2M14.2,,SCA0_1OS164DEC,Speed/ load decrease,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,3,Q14.3M14.3,,SCA0_1OS7321RNG,Engine unload,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,4,Q14.4M14.4,,SCA0_1OS7329INTL,Isochronous loadsharing enable,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,5,Q14.5M14.5,,SCA0_1OS7328INTL,kW control enable,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,6,Q14.6M14.6,,SCA0_1GS799RNG,Busbar parallel with grid,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,7,Q14.7M14.7,,CFE0_1D005INC,Excitation increase,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,8,Q15.0M15.0,,CFE0_1D005DEC,Excitation decrease,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,9,Q15.1M15.1,,CFE0_1D003CG,Generator p.f. control,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,10,Q15.2M15.2,,CFE0_1D017CG,Select VDC control,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,11,Q15.3M15.3,,CFE0_1D009CLO,Generator breaker closed position,,DO,,,,,,OUT,oktest from k41,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,12,Q15.4M15.4,,CFE0_1D011SDG,Engine shutdown,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,13,Q15.5M15.5,,CFE0_1D011RST,Engine shutdown reset,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,14,Q15.6M15.6,,CFE0_1S010OO,Breaker open control,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,15,Q15.7M15.7,,CFE0_1D012TRG,Breaker trip,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,16,Q16.0M16.0,,CFE0_1D012RST,Breaker trip reset,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,17,Q16.1M16.1,,SCA0_1OS7308CG,Shutdown reset to ESM,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,18,Q16.2M16.2,,SCA0_1CV321CG,Starting air valve open,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,19,Q16.3M16.3,,SCA0_1OS7304CG,Engine stop to ESM,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,20,Q16.4M16.4,,CFE0_1D018AG,Alarm blink,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,21,Q16.5M16.5,,CFE0_1D029CG,Select remote p.f. reference,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,22,Q16.6M16.6,,CFE0_1D039ING,Secondary net,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,23,Q16.7M16.7,,SCA0_1GS771CLO,Busbar breaker status before,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,24,Q17.0M17.0,,SCA0_1GS772CLO,Busbar breaker status after,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,25,Q17.1M17.1,,CFE0_1D013SEL,PLC synchronizing select for AVR,,DO,,,,,,OUT,ok,,
CFE,A1,9,Siemens 6ES7 322-1BL00-0AA0; 32 channels; 24VDC output,26,Q17.2M17.2,,CFE0_1D040ING,Secondary net 2,,DO,SS-,,,,,OUT,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,0,IW244,"DB102,INT106",SCA0_1TE101PV,Fuel oil inlet temp,TE101,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M104.2 DB300,X9.2",SCA0_1TE101SF,,,,,,,,,SF,ok,,SCA0_1TE101PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M128.2 DB300,X33.2",SCA0_1TE101AH,,,,,,,,50+5s,AH,ok,,SCA0_1TE101PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,1,IW246,"DB102,INT112",SCA0_1TE201PV,Lube oil inlet temp,TE201,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M104.5 DB300,X9.5",SCA0_1TE201SF,,,,,,,,,SF,ok,,SCA0_1TE201PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M128.5 DB300,X33.5",SCA0_1TE201AH,,,,,,,,70+5s,AH,ok,,SCA0_1TE201PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M204.4 DB300,X109.4",SCA0_1TE201ASH,,,,,,,,80+5sASH,,ok,,SCA0_1TE201PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,2,IW248,"DB102,INT522",VCA0_1P005PV,Seawater press.heat exchanger inlet,P005,4-20 mA,0-XX,Bar,10,,,MEAS,ok,not installed/simulated,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M105.1 DB300,X8.1",VCA0_1P005SF,,,,,,,,,SF,ok,,VCA0_1P005PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M129.1 DB300,X32.1",VCA0_1P005AL,,,,,,,,1 + 3s,AL,ok,,VCA0_1P005PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,3,IW250,"DB102,INT122",SCA0_1TE401PV,HT-water temp. jacket inlet,TE401,Pt-100,0-160,°C,10,0.5,,MEAS,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M105.2 DB300,X8.2",SCA0_1TE401SF,,,,,,,,,SF,ok,,SCA0_1TE401PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M129.2 DB300,X32.2",SCA0_1TE401AL,,,,,,,,60+5s,AL,ok,,SCA0_1TE401PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,4,IW252,"DB102,INT126",SCA0_1TE402PV,HT-water temp. jacket outlet A bank,TE402,Pt-100,0-160,°C,10,0.5,,MEAS,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M105.4 DB300,X8.4",SCA0_1TE402SF,,,,,,,,,SF,ok,,SCA0_1TE402PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M129.4 DB300,X32.4",SCA0_1TE402AH,,,,,,,,105+5s,AH,ok,,SCA0_1TE402PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M188.2 DB300,X93.2",SCA0_1TE402SDH,,,,,,,,110+5s,SDH,ok,,SCA0_1TE402PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,5,IW254,"DB102,INT128",SCA0_1TE403PV,HT-water temp. jacket outlet B bank,TE403,Pt-100,0-160,°C,10,0.5,,MEAS,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M105.5 DB300,X8.5",SCA0_1TE403SF,,,,,,,,,SF,ok,,SCA0_1TE403PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M129.5 DB300,X32.5",SCA0_1TE403AH,,,,,,,,105+5s,AH,ok,,SCA0_1TE403PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M188.3 DB300,X93.3",SCA0_1TE403SDH,,,,,,,,110+5s,SDH,ok,,SCA0_1TE403PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,6,IW256,"DB102,INT134",SCA0_1TE432PV,HT-water temp. CAC outlet,TE452,Pt-100,0-160,°C,10,0.5,,MEAS,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M106.0 DB300,X11.0",SCA0_1TE432SF,,,,,,,,,SF,ok,,SCA0_1TE432PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,7,IW258,"DB102,INT226",SCA0_1TE471PV,LT-water temp. CAC inlet,TE471,Pt-100,0-160,°C,10,0.5,,MEAS,ok,,
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M111.6 DB300,X14.6",SCA0_1TE471SF,,,,,,,,,SF,ok,,SCA0_1TE471PV
CFE,A1,10,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M135.6 DB300,X38.6",SCA0_1TE471AH,,,,,,,,54+30s,AH,ok,,SCA0_1TE471PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,0,IW260,"DB102,INT96",BAG0_1T001PV,Generator winding temp. phase  U,TE7503,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M103.5 DB300,X6.5",BAG0_1T001SF,,,,,,,,,SF,ok,,BAG0_1T001PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M127.5 DB300,X30.5",BAG0_1T001AH,,,,,,,,140+2s,AH,ok,,BAG0_1T001PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M204.0 DB300,X109.0",BAG0_1T001ASH,,,,,,,,150+15sASH,,ok,,BAG0_1T001PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,1,IW262,"DB102,INT98",BAG0_1T002PV,Generator winding temp. phase  V,TE7504,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M103.6 DB300,X6.6",BAG0_1T002SF,,,,,,,,,SF,ok,,BAG0_1T002PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M127.6 DB300,X30.6",BAG0_1T002AH,,,,,,,,140+2s,AH,ok,,BAG0_1T002PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M204.1 DB300,X109.1",BAG0_1T002ASH,,,,,,,,150+15sASH,,ok,,BAG0_1T002PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,2,IW264,"DB102,INT100",BAG0_1T003PV,Generator winding temp. phase  W,TE7505,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M103.7 DB300,X6.7",BAG0_1T003SF,,,,,,,,,SF,ok,,BAG0_1T003PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M127.7 DB300,X30.7",BAG0_1T003AH,,,,,,,,140+2s,AH,ok,,BAG0_1T003PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M204.2 DB300,X109.2",BAG0_1T003ASH,,,,,,,,150+15sASH,,ok,,BAG0_1T003PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,3,IW266,"DB102,INT102",BAG0_1T004PV,Generator D-end bearing temp.,TE7501,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M104.0 DB300,X9.0",BAG0_1T004SF,,,,,,,,,SF,ok,,BAG0_1T004PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M128.0 DB300,X33.0",BAG0_1T004AH,,,,,,,,90+2s,AH,ok,,BAG0_1T004PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M187.5 DB300,X90.5",BAG0_1T004SDH,,,,,,,,100+2s,SDH,ok,,BAG0_1T004PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,4,IW268,"DB102,INT104",BAG0_1T005PV,Generator ND-end bearing temp.,TE7502,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M104.1 DB300,X9.1",BAG0_1T005SF,,,,,,,,,SF,ok,,BAG0_1T005PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M128.1 DB300,X33.1",BAG0_1T005AH,,,,,,,,90+2s,AH,ok,,BAG0_1T005PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M187.6 DB300,X90.6",BAG0_1T005SDH,,,,,,,,100+2s,SDH,ok,,BAG0_1T005PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,5,IW270,"DB102,INT142",SCA0_1TE482PV,LT-water temp. after lube oil cooler,TE482,Pt-100,0-160,°C,10,0.5,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M106.4 DB300,X11.4",SCA0_1TE482SF,,,,,,,,,SF,ok,,SCA0_1TE482PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,6,IW272,"DB102,INT158",SCA0_1TE600PV,Charge air temp. TC A inlet,TE600,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M107.4 DB300,X10.4",SCA0_1TE600SF,,,,,,,,,SF,ok,,SCA0_1TE600PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,7,IW274,"DB102,INT150",SCA0_1TE601PV,Charge air temp. engine inlet,TE601,Pt-100,0-160,°C,10,0.2,,MEAS,ok,,
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M107.0 DB300,X10.0",SCA0_1TE601SF,,,,,,,,,SF,ok,,SCA0_1TE601PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M131.0 DB300,X34.0",SCA0_1TE601AH,,,,,,,,70+5s,AH,ok,,SCA0_1TE601PV
CFE,A1,11,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M204.3 DB300,X109.3",SCA0_1TE601ASH,,,,,,,,75+10sASH,,ok,,SCA0_1TE601PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,0,IW276,"DB102,INT204",BAG0_1T006PV,"Generator cooling air temperature, inlet",TE7506,Pt-100,0-160,°C,10,0.2,,MEAS,ok,,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M110.3 DB300,X15.3",BAG0_1T006SF,,,,,,,,,SF,ok,,BAG0_1T006PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M134.3 DB300,X39.3",BAG0_1T006AH,,,,,,,,55+2s,AH,ok,,BAG0_1T006PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,1,IW278,"DB102,INT202",BAG0_1T007PV,"Generator cooling air temperature, outlet",TE7507,Pt-100,0-160,°C,10,,,MEAS,ok,,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M110.2 DB300,X15.2",BAG0_1T007SF,,,,,,,,,SF,ok,,BAG0_1T007PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M134.2 DB300,X39.2",BAG0_1T007AH,,,,,,,,85+2s,AH,ok,,BAG0_1T007PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,2,IW280,"DB102,INT524",VCA0_1T006PV,Seawater temp.heat exchanger  outlet,T006,4-20 mA,30-50,°C,10,,,MEAS,ok,not installed/simulated,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M111.0 DB300,X14.0",VCA0_1T006SF,,,,,,,,,SF,ok,,VCA0_1T006PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,3,IW282,"DB102,INT526",VCA0_1T005PV,Seawater temp.heat exchanger inlet,T005,4-20 mA,30-50,°C,10,,,MEAS,ok,not installed/simulated,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M111.1 DB300,X14.1",VCA0_1T005SF,,,,,,,,,SF,ok,,VCA0_1T005PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,4,IW284,"DB102,INT528",NGA0_1E002PV,Absolute humidity,,4-20 mA,0-40,g/kg,10,0.5,,MEAS,ok,,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M111.2 DB300,X14.2",NGA0_1E002SF,,,,,,,,,SF,ok,,NGA0_1E002PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,5,IW286,"DB102,INT530",NGA0_1T002PV,Outdoor temperature,,4-20 mA-40-60,,°C,10,0.5,,MEAS,ok,,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M111.3 DB300,X14.3",NGA0_1T002SF,,,,,,,,,SF,ok,,NGA0_1T002PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,6,IW288,"DB102,INT206",NGA0_1E001PV,Absolute humidity,,4-20 mA,0-40,g/kg,10,0.5,,MEAS,ok,,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M110.4 DB300,X15.4",NGA0_1E001SF,,,,,,,,,SF,ok,,NGA0_1E001PV
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,7,IW290,"DB102,INT228",NGA0_1T001PV,Outdoor temperature,,4-20 mA-40-60,,°C,10,0.5,,MEAS,ok,,
CFE,A1,12,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M111.7 DB300,X14.7",NGA0_1T001SF,,,,,,,,,SF,ok,,NGA0_1T001PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,0,IW292,"DB102,INT108",SCA0_1PT101PV,Fuel oil inlet pressure,PT101,4-20 mA,0-16,bar,10,,,MEAS,ok,,
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M104.3 DB300,X9.3",SCA0_1PT101SF,,,,,,,,,SF,ok,,SCA0_1PT101PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M128.3 DB300,X33.3",SCA0_1PT101AL,,,,,,,,5.5+5s,AL,ok,,SCA0_1PT101PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,1,IW294,"DB102,INT114",SCA0_1PT201PV,Lube oil inlet pressure,PT201,4-20 mA,0-10,bar,10,,,MEAS,ok,,
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M104.6 DB300,X9.6",SCA0_1PT201SF,,,,,,,,,SF,ok,,SCA0_1PT201PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M128.6 DB300,X33.6",SCA0_1PT201AL,,,,,,,,3+5s,AL,ok,,SCA0_1PT201PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M189.2 DB300,X92.2",SCA0_1PT201SDL,,,,,,,,2.5+5s,SDL,ok,,SCA0_1PT201PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,2,IW296,"DB102,INT162",SCA0_1PDT243PV,Lube oil filter diff. pressure,PDT243,4-20 mA,0-2,bar,100,,,MEAS,ok,,
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M107.6 DB300,X10.6",SCA0_1PDT243SF,,,,,,,,,SF,ok,,SCA0_1PDT243PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M131.6 DB300,X34.6",SCA0_1PDT243AH,,,,,,,,1.2+5s,AH,ok,,SCA0_1PDT243PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,3,IW298,"DB102,INT178",SCA0_1PT271PV,Lube oil pressure TC A inlet,PT271,4-20 mA,0-10,bar,10,,,MEAS,ok,,
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M108.6 DB300,X13.6",SCA0_1PT271SF,,,,,,,,,SF,ok,,SCA0_1PT271PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M132.6 DB300,X37.6",SCA0_1PT271AL,,,,,,,,1.3+10s,AL,ok,,SCA0_1PT271PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,4,IW300,"DB102,INT180",SCA0_1PT281PV,Lube oil pressure TC B inlet,PT281,4-20 mA,0-10,bar,10,,,MEAS,ok,,
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M108.7 DB300,X13.7",SCA0_1PT281SF,,,,,,,,,SF,ok,,SCA0_1PT281PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,,,"M132.7 DB300,X37.7",SCA0_1PT281AL,,,,,,,,1.3+10s,AL,ok,,SCA0_1PT281PV
CFE,A2,1,Siemens 6ES7 331-1KF02-0AB0; 8 channels; Analog input,5,IW302,"DB102,INT166",SCA0_1PT301PV,Starting air pressure,PT301,4-20 mA,0-40,bar,10,,,MEAS,ok,,
