cabinet,rack,slot,module,channel,plc_address,wois_address,tag,description,sensor_code,sensor_type,range,unit,scale,deadband,limit,event,tested,note,derived_from
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,0,Q10.0,M10.0,CFC0_1D007RNG,Engine running indication,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,1,Q10.1,M10.1,CFC0_1D008ING,Engine stopped indication,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,2,Q10.2,M10.2,CFC0_1D009CLO,Breaker closed indication,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,3,Q10.3,M10.3,CFC0_1D010OPN,Breaker open indication,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,4,Q10.4,M10.4,CFC0_1D011SDG,Engine shutdown indication,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,5,Q10.5,M10.5,CFC0_1D012TRG,Breaker trip indication,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,6,Q10.6,M10.6,CFC0_1D006STA,PLC synchronizing select,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,7,Q10.7,M10.7,CFC0_1D009INTL,Enable breaker closure,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,8,Q11.0,M11.0,CFC0_1D006INTL,Enable synchronizing control,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,10,Q11.2,M11.2,CFC0_1D013RNG,Engine running,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,11,Q11.3,M11.3,CFC0_1D013SEL,PLC synchronizing select for AVR,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,12,Q11.4,M11.4,BLQ0_1M001RO,Ventilation fan 1 control,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,13,Q11.5,M11.5,BLQ0_1M002RO,Ventilation fan 2 control,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,14,Q11.6,M11.6,BAN0_1Q000CLC,NGR open control,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,15,Q11.7,M11.7,BAN0_1Q0001PC,NGR closed control 1,,DO,,,,,,OUT,ok,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,16,Q12.0,M12.0,BAN0_1Q002OPC,NGR closed control 2,,DO,,,,,,OUT,oklast signal change 23.5.2017,,
CFC,A1,5,Siemens 6ES7 422-1BL00-0AA0; 32 channels; 24VDC output,17,Q12.1,M12.1,CFC0_1NewAlm,Unacknowledged alarm,,DO,,,,,,OUT,okTo be used for control room horm,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,0,I40.0,"M140.0 DB300,X45.0",CFC0_1F000AG,MCB open in CFC0_1,,NC,,,,,,ALM,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,1,I40.1,M40.1,CFC0_1S001ACE,Auto mode operation,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,2,I40.2,M40.2,CFC0_1S002RNG,Engine control kw/ isoch. mode,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,3,I40.3,M40.3,CFC0_1S003RNG,Generator control P.F. mode,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,4,I40.4,M40.4,CFC0_1S004INC,Speed/ Load increase,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,5,I40.5,M40.5,CFC0_1S004DEC,Speed/ Load decrease,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,6,I40.6,M40.6,CFC0_1S005INC,Excitation increase,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,7,I40.7,M40.7,CFC0_1S005DEC,Excitation decrease,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,8,I41.0,M41.0,CFC0_1S006ING,Synchronizing select,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,9,I41.1,M41.1,CFC0_1S007STA,Engine start,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,10,I41.2,M41.2,CFC0_1S008STP,Engine stop,,NC,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,11,I41.3,M41.3,CFC0_1S010OPE,Breaker open,,NC,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,12,I41.4,M41.4,CFC0_1S011RST,Engine shutdown reset,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,13,I41.5,M41.5,CFC0_1S012RST,Breaker trip reset,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,14,I41.6,M41.6,CFC0_1S006MCE,Synchronizing in manual position,,NO,,,,,,CONT,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,15,I41.7,"M41.7 DB300,X164.7",CFC0_1S006ACE,Synchronizing in auto position,,NO,,,,,,IND,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,16,I42.0,"M142.0 DB300,X47.0",BAE0_1K001AG,Protection relay (VAMP210) fault,,NC,,,,,,ALM,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,17,I42.1,"M182.1 DB300,X87.1",CFC0_1D014TRG,Protection relay breaker trip,,NO,,,,,,TRP,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,18,I42.2,"M142.2 DB300,X47.2",BAE0_1K002AG,Protection relay (VAMP265) fault,,NC,,,,,,ALM,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,19,I42.3,"M189.3 DB300,X92.3",BAE0_1F87XSDH,Protection relay diff. current,,NO,,,,,,SHD,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,20,I42.4,"M142.4 DB300,X47.4",CFC0_1P011AG,Power monitoring unit (VAMP260) fault,,NC,,,,,,ALM,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,22,I42.6,"M42.6 DB300,X167.6",CFC0_1S021LOC,Control mode selector switch in local position,,NO,,,,,,IND,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,23,I42.7,"M42.7 DB300,X167.7",CFC0_1S021REM,Control mode selector switch in remote position,,NO,,,,,,IND,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,24,I43.0,"M187.7 DB300,X90.7",CFC0_1S020ESG,Emergency stop CFC0_1,,NC,,,,,,EMG,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,25,I43.1,"M43.1 DB300,X166.1",CFC0_1S014RNG,Generator voltage supervision,,NO,,,,,,IND,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,26,I43.2,"M43.2 DB300,X166.2",CFC0_1S034RNG,Busbar parallel with grid,,NO,,,,,,IND,okadd common electrical screen,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,27,I43.3,"M43.3 DB300,X166.3",CFC0_1S006RNG,Generating set synchronizing on,,NO,,,,,,IND,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,28,I43.4,"M43.4 DB300,X166.4",BAA0_1S014ING,Busbar voltage supervision,,NO,,,,,,IND,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,30,I43.6,"M143.6 DB300,X46.6",CFC0_1AF11AG,Firewall AF11 fault,,NC,,,,,,ALM,ok,,
CFC,A1,6,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,31,I43.7,"M143.7 DB300,X46.7",CFC0_1AF01AG,Ethernet switch AF1 fault,,NC,,,,,,ALM,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,0,I44.0,"M144.0 DB300,X49.0",BAE0_1F000AG,Generator cubicle MCB open,,NC,,,,,,ALM,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,1,I44.1,"M144.1 DB300,X49.1",BAE0_1E001AL,Generator breaker SF6 pressure low,,NO,,,,,,ALM,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,2,I44.2,"M44.2 DB300,X169.2",BAE0_1Q000OPN,Generator breaker open,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,,,"M144.2 DB300,X49.2",BAE0_1Q000AG,Generator breaker pos. alarm,,,,,,,,ALM,ok,,BAE0_1Q000OPN
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,3,I44.3,"M44.3 DB300,X169.3",BAE0_1Q000CLO,Generator breaker closed,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,4,I44.4,"M44.4 DB300,X169.4",BAE0_1Q009OPN,Generator earthing switch open,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,,,"M144.4 DB300,X49.4",BAE0_1Q009AG,Generator earthing switch pos. alarm,,,,,,,,ALM,ok,,BAE0_1Q009OPN
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,5,I44.5,"M44.5 DB300,X169.5",BAE0_1Q009CLO,Generator earthing switch closed,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,6,I44.6,"M44.6 DB300,X169.6",BAE0_1Q001OPN,Generator breaker isolated from busbars,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,,,"M144.6 DB300,X49.6",BAE0_1Q001AG,Gen.breaker busbar connection status alarm,,,,,,,,ALM,ok,,BAE0_1Q001OPN
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,7,I44.7,"M44.7 DB300,X169.7",BAE0_1Q001CLO,Generator breaker connected to busbar,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,8,I45.0,"M45.0 DB300,X168.0",BAN0_1Q000OPN,Neutral point ground disc. open,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,,,"M145.0 DB300,X48.0",BAN0_1Q000AG,Neutral point ground disc. pos. alarm,,,,,,,,ALM,ok,,BAN0_1Q000OPN
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,9,I45.1,"M45.1 DB300,X168.1",BAN0_1Q000CLO,Neutral point ground disc. closed,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,10,I45.2,"M45.2 DB300,X168.2",BAA0_1Q000OPN,Busbar BB1 line disc. open,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,,,"M145.2 DB300,X48.2",BAA0_1Q000AG,Busbar BB1 line disc. pos. alarm,,,,,,,,ALM,ok,,BAA0_1Q000OPN
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,11,I45.3,"M45.3 DB300,X168.3",BAA0_1Q000CLO,Busbar BB1 line disc. closed,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,12,I45.4,"M45.4 DB300,X168.4",BAA0_2Q000OPN,Busbar BB2 line disc. open,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,,,"M145.4 DB300,X48.4",BAA0_2Q000AG,Busbar BB2 line disc. pos. alarm,,,,,,,,ALM,ok,,BAA0_2Q000OPN
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,13,I45.5,"M45.5 DB300,X168.5",BAA0_2Q000CLO,Busbar BB2 line disc. closed,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,16,I46.0,"M46.0 DB300,X171.0",BAE0_1S021LOC,Gen cubicle selector switch in local position,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,17,I46.1,"M46.1 DB300,X171.1",BAE0_1S021REM,Gen cubicle selector switch in remote position,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,30,I47.6,"M47.6 DB300,X170.6",BLQ0_1M001RNG,Ventilation fan 1 running,,NO,,,,,,IND,ok,,
CFC,A1,7,Siemens 6ES7 421-1BL01-0AA0; 32 channels; 24VDC input,31,I47.7,"M47.7 DB300,X170.7",BLQ0_1M002RNG,Ventilation fan 2 running,,NO,,,,,,IND,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,0,I48.0,"M148.0 DB300,X53.0",CFE0_1F000AG,MCB open in CFE0_1,,NC,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,1,I48.1,"M188.0 DB300,X93.0",CFE0_1S020ESG,Emergency stop CFE0_1 (engine room),,NC,,,,,,EMG,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,2,I48.2,"M148.2 DB300,X53.2",CFE0_1S011SDG,Engine shutdown,,NC,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,3,I48.3,"M148.3 DB300,X53.3",CFE0_1S012TRG,Breaker trip,,NC,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,4,I48.4,"M48.4 DB300,X173.4",CFE0_1D007RNG,Engine running,,NO,,,,,,IND,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,5,I48.5,"M48.5 DB300,X173.5",CFE0_1S005RNG,Generator excitation on,,NO,,,,,,IND,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,6,I48.6,"M148.6 DB300,X53.6",CFE0_1F035AH,AVR overvoltage,,NC,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,7,I48.7,"M148.7 DB300,X53.7",CFE0_1K001ESG,Emergency stop safety relay operated,,NO,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,8,I49.0,"M149.0 DB300,X52.0",CFE0_1AF01AG,Ethernet switch AF1 fault,,NC,SS-,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,12,I49.4,"M189.4 DB300,X92.4",SCA0_1NS886SDG,Engine control system major failure,NS886,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,13,I49.5,M49.5,SCA0_1OS7602OPE,Generator breaker open command,OS7602,NO,,,,,,CONT,ok,Tested from terminals no permit to simulate,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,15,I49.7,"M149.7 DB300,X52.7",SCA0_1IS7331OPE,Tripped to speed droop,IS7331,NO,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,16,I50.0,"M150.0 DB300,X55.0",SCA0_1LS103AAH,FO leakage injection pipe A-bank,LS103A,NC,,,,,5 seconds delay,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,17,I50.1,"M150.1 DB300,X55.1",SCA0_1LS103BAH,FO leakage injection pipe B-bank,LS103B,NC,,,,,5 seconds delay,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,18,I50.2,"M150.2 DB300,X55.2",SCA0_1LS108AAH,FO leakage dirty fuel DE A-bank,LS108A,NC,,,,,5 seconds delay,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,19,I50.3,"M150.3 DB300,X55.3",SCA0_1LS108BAH,FO leakage dirty fuel DE B-bank,LS108B,NC,,,,,5 seconds delay,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,20,I50.4,"M150.4 DB300,X55.4",SCA0_1LS204AL,Lube oil low level wet sump,LS204,NC,,,,,5 seconds delay,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,21,I50.5,"M150.5 DB300,X55.5",SCA0_1GS171AG,Stop lever in stop position,GS171,NO,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,22,I50.6,"M150.6 DB300,X55.6",SCA0_1GS792AG,Turning gear engaged,GS792,NC,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,23,I50.7,"M150.7 DB300,X55.7",SCA0_1NS881AG,Engine control system minor alarm,NS881,NC,,,,,,ALM,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,24,I51.0,"M198.2 DB300,X103.2",SCA0_1IS4011SDH,ESM HT-water temp shutdown status,IS4011,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,25,I51.1,"M198.3 DB300,X103.3",SCA0_1IS2011SDL,ESM lube oil pressure shutdown status,IS2011,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,26,I51.2,"M198.4 DB300,X103.4",SCA0_1IS1741SDH,ESM overspeed shutdown 1 status,IS1741,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,27,I51.3,"M198.5 DB300,X103.5",SCA0_1IS1742SDH,ESM overspeed shutdown 2 status,IS1742,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,28,I51.4,"M198.6 DB300,X103.6",SCA0_1IB7324SDG,ESM shutdown status,IB7324,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,29,I51.5,"M198.0 DB300,X103.0",SCA0_1IS7309SDG,ESM external shutdown 1 status,IS7309,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,30,I51.6,"M198.1 DB300,X103.1",SCA0_1IS7305ESG,ESM external shutdown 4 status,IS7305,NC,,,,,,SHD,ok,,
CFE,A1,1,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,31,I51.7,M51.7,SCA0_1IS7602SDG,ESM stop / shutdown status 1,IS7602,NC,,,,,,CONT,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,4,I52.4,"M152.4 DB300,X57.4",CFE0_1F001AG,MCB open in main AVR circuit,,NC,,,,,,ALM,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,5,I52.5,"M152.5 DB300,X57.5",CFE0_1F002AG,MCB open in redundant AVR circuit,,NC,,,,,,ALM,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,6,I52.6,"M152.6 DB300,X57.6",CFE0_1F003AG,Main AVR alarm,,NC,,,,,,ALM,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,12,I53.4,"M182.2 DB300,X87.2",CFE0_1K075TRP,"Diode monitoring, diode trip",,NC,,,,,,TRP,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,16,I54.0,"M154.0 DB300,X59.0",SHA0_1E007AG1,"Vibration control unit 1, warning",,NC,SS-,,,,,ALM,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,17,I54.1,"M154.1 DB300,X59.1",SHA0_1E007AG2,"Vibration control unit 1, alarm",,NC,SS-,,,,,ALM,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,18,I54.2,"M154.2 DB300,X59.2",SHA0_1E008AG1,"Vibration control unit 2, warning",,NC,SS-,,,,,ALM,ok,,
CFE,A1,2,Siemens 6ES7 321-1BL00-0AA0; 32 channels; 24VDC input,19,I54.3,"M154.3 DB300,X59.3",SHA0_1E008AG2,"Vibration control unit 2, alarm",,NC,SS-,,,,,ALM,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,0,IW100,"DB102,INT0",SCA0_1TE5011APV,Exh. gas temp. cyl. A1,TE5011A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.0 DB300,X5.0",SCA0_1TE5011ASF,,,,,,,,,SF,ok,,SCA0_1TE5011APV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,1,IW102,"DB102,INT2",SCA0_1TE5021APV,Exh. gas temp. cyl. A2,TE5021A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.1 DB300,X5.1",SCA0_1TE5021ASF,,,,,,,,,SF,ok,,SCA0_1TE5021APV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,2,IW104,"DB102,INT4",SCA0_1TE5031APV,Exh. gas temp. cyl. A3,TE5031A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.2 DB300,X5.2",SCA0_1TE5031ASF,,,,,,,,,SF,ok,,SCA0_1TE5031APV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,3,IW106,"DB102,INT78",SCA0_1TE702PV,Main bearing 2 temp.,TE702,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.4 DB300,X7.4",SCA0_1TE702SF,,,,,,,,,SF,ok,,SCA0_1TE702PV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M126.4 DB300,X31.4",SCA0_1TE702AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE702PV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.2 DB300,X123.2",SCA0_1TE702LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE702PV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M186.4 DB300,X91.4",SCA0_1TE702SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE702PV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,4,IW108,"DB102,INT6",SCA0_1TE5041APV,Exh. gas temp. cyl. A4,TE5041A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.3 DB300,X5.3",SCA0_1TE5041ASF,,,,,,,,,SF,ok,,SCA0_1TE5041APV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,5,IW110,"DB102,INT8",SCA0_1TE5051APV,Exh. gas temp. cyl. A5,TE5051A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.4 DB300,X5.4",SCA0_1TE5051ASF,,,,,,,,,SF,ok,,SCA0_1TE5051APV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,6,IW112,"DB102,INT10",SCA0_1TE5061APV,Exh. gas temp. cyl. A6,TE5061A,NiCrNi,0-600,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M100.5 DB300,X5.5",SCA0_1TE5061ASF,,,,,,,,,SF,ok,,SCA0_1TE5061APV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,7,IW114,"DB102,INT80",SCA0_1TE703PV,Main bearing 3 temp.,TE703,NiCrNi,0-160,°C,1,,,MEAS,ok,,
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M102.5 DB300,X7.5",SCA0_1TE703SF,,,,,,,,,SF,ok,,SCA0_1TE703PV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M126.5 DB300,X31.5",SCA0_1TE703AH,,,,,,,,110+5s,AH,ok,,SCA0_1TE703PV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M218.3 DB300,X123.3",SCA0_1TE703LRH,,,,,,,,120+1s,LRH,ok,,SCA0_1TE703PV
CFE,A1,3,Siemens 6ES7 331-7PF11-0AB0; 8 channels; Thermocouple input,,,"M186.5 DB300,X91.5",SCA0_1TE703SDH,,,,,,,130+1s & 5+20s DEV,,SDH,ok,,SCA0_1TE703PV
